0,1,2,3,4,5,6,7,8,9,10
77,643,748,646,662,1241,211,644,133,999,603
3,387,881,94,897,915,38,50,305,1691,929
350,1162,445,307,897,915,1691,2250,218,2139,929
2802,3058,480,516,559,1446,246,1249,985,1237,743
532,1717,1714,2167,1063,1723,2133,539,1027,467,582
3186,283,525,751,14,509,182,806,643,1476,516
587,575,1879,1157,1666,1137,1681,1071,2320,1112,644
375,251,1213,319,3008,144,898,104,383,48,317
437,1871,495,557,412,818,3117,814,1024,498,1099
765,590,713,163,863,2702,1751,2305,1150,1079,2091
94,382,195,1099,2495,263,90,432,970,439,843
1158,990,964,325,868,273,1425,128,246,259,714
140,491,520,542,1913,283,18,973,115,1995,994
3,349,1613,3027,2279,1487,533,999,993,885,340
522,2323,2058,68,237,406,293,1157,541,899,1524
205,189,743,994,22,96,643,467,322,1014,26
3405,2475,1032,3324,446,356,2078,1765,2379,2931,266
223,1462,184,1884,104,1517,1061,315,15,177,134
500,43,350,38,263,898,445,305,279,223,493
244,376,78,733,437,151,59,171,896,189,593
2046,1115,2108,1574,392,143,1494,2610,85,444,3
1629,776,219,2567,1049,198,235,927,837,1005,1025
547,13,273,19,182,737,713,376,738,119,762
2633,1536,1310,855,702,1418,218,2094,309,317,38
115,2,547,535,539,2489,532,1237,669,1902,2917
534,343,1431,138,31,824,740,941,1585,126,2323
218,608,390,33,207,1240,81,611,994,244,1579
1118,85,751,305,31,522,2837,18,755,509,52
125,133,242,324,1273,226,945,1936,2343,1188,2344
681,2637,167,92,351,420,128,23,317,244,95
952,267,533,1157,1162,2241,522,2323,2059,532,2057
825,405,2239,557,913,894,837,509,85,372,26
382,42,147,186,426,40,1553,218,41,765,2578
1157,406,741,717,444,31,305,1650,237,703,2140
1429,371,713,745,832,1308,1346,2265,505,283,942
1491,517,7,2303,1465,949,371,489,434,976,349
514,558,573,1066,40,743,431,1130,523,96,662
1677,83,406,68,387,541,831,1105,1650,517,999
1005,1000,251,432,605,1724,599,840,1471,324,958
48,1016,282,188,98,714,533,657,611,2516,1126
416,346,1314,332,475,2091,872,611,937,1516,324
96,44,22,132,376,26,217,97,64,990,1000
765,504,509,1344,547,1023,1331,96,151,26,437
104,1157,1963,343,882,894,1368,58,911,883,1560
770,798,1241,453,2982,1206,593,1229,397,2113,510
508,69,315,3,454,501,219,68,541,872,2058
163,824,104,259,120,1228,454,44,60,85,94
236,244,535,336,486,184,662,273,542,381,186
2000,841,1662,754,847,735,734,1222,1440,2586,384
923,500,1613,880,2036,38,807,915,897,891,872
669,92,434,48,136,199,728,213,1479,216,156
755,218,1301,646,1149,563,1042,1405,198,1027,1234
1282,301,343,347,770,136,226,1921,2055,1518,2300
559,258,0,420,1466,43,21,1092,4,531,1991
1041,210,92,755,62,495,214,711,1837,1742,364
146,1118,240,925,79,873,512,1368,2144,788,68
797,1574,1612,84,1023,865,1633,22,2489,2011,2091
499,2091,1846,872,541,526,2285,1162,2036,1935,2240
482,534,1431,19,866,1033,1338,2489,3,531,2056
212,92,1835,150,90,385,117,386,798,531,2017
352,873,875,372,790,866,515,499,1263,2279,2239
1765,368,1271,91,1661,1970,789,1340,1274,2844,1097
1449,2231,259,559,159,486,1497,321,1283,1231,629
1887,2056,1256,1254,822,1823,1955,2033,13,92,212
559,1253,960,985,1461,839,9,124,2238,218,741
109,280,1463,172,435,1629,2491,283,527,1755,358
819,15,755,175,141,350,2003,182,527,1517,40
652,70,104,184,352,876,1241,2330,611,524,1939
661,743,718,51,1240,67,629,321,665,2033,0
2069,104,116,2269,803,1163,3152,1585,524,3354,51
137,942,419,1340,471,1686,1750,499,480,526,1843
563,7,22,5,13,237,952,541,526,188,1118
429,2091,522,2240,1487,1159,860,2328,1929,2454,2279
538,277,237,666,586,864,528,1018,922,324,495
86,1717,564,1103,988,1184,1655,2167,1063,2020,878
294,800,923,311,38,891,305,237,1712,58,113
2241,786,1150,336,244,179,138,242,2670,529,204
837,173,340,2056,349,1157,2275,1879,1159,544,3242
835,647,3166,663,441,2858,1967,1279,1290,575,2462
2321,1636,661,1231,2702,998,535,1457,51,246,1253
60,44,124,205,186,19,26,678,754,1040,1678
1105,3,2036,68,405,1640,541,517,1064,559,522
900,2368,2369,798,1768,1196,2540,1844,400,1430,222
455,187,86,195,146,432,130,514,69,3,541
1526,259,631,116,38,799,1433,2540,1501,437,443
19,371,1301,625,552,198,723,1210,382,203,167
669,186,213,199,719,522,1597,999,2241,2080,3196
628,332,250,898,897,218,929,1918,2280,1097,307
2416,291,2537,44,9,127,741,5,1226,2230,922
541,993,124,7,277,509,255,498,92,150,244
952,2566,68,237,293,2058,387,697,526,1678,533
1545,2716,2214,2452,2602,3,270,2329,1643,1263,68
321,1494,9,559,63,2483,105,1064,617,2400,999
1659,1072,1073,167,60,44,1927,78,116,457,317
27,126,5,621,547,213,206,105,15,1586,44
1466,1163,133,851,164,2066,1191,1462,863,104,2983
526,522,812,256,419,38,1466,1585,138,2524,2320
1239,2911,1543,950,1755,2469,53,1070,68,2425,1940
1633,690,3345,1755,337,1526,3156,104,134,2036,498
3378,311,2042,2159,350,134,38,2250,279,50,218
622,60,400,166,200,263,634,1889,45,563,2062
136,2109,211,553,1318,1621,1557,1620,624,582,2041
850,125,163,79,146,1674,148,130,51,922,244
1466,213,1318,3024,38,502,462,244,48,1232,92
350,38,243,263,898,445,223,493,237,1970,306
800,1887,445,510,1666,406,865,970,60,1715,1543
134,170,206,177,1120,381,116,275,797,795,2514
211,217,156,48,64,210,755,643,151,646,702
590,1196,2649,807,621,1420,870,1642,787,2182,627
1366,250,243,1750,445,2250,897,218,891,1918,929
76,1158,2728,50,40,281,299,1323,751,1244,2490
1916,1323,10,16,34,30,923,1341,387,68,697
148,587,1113,62,702,90,586,150,386,605,385
731,537,1312,371,793,331,345,138,514,1596,354
1633,106,2911,1418,1940,1615,2525,1264,41,865,1608
3155,3620,2032,669,2031,1676,1646,1654,661,420,321
898,243,897,134,1691,305,2139,445,218,237,872
183,168,177,625,741,1433,22,1768,885,13,1102
376,172,141,21,244,276,542,258,291,88,377
1098,1308,42,2011,210,124,41,765,1352,406,533
1436,1749,2840,1343,1338,1381,3196,3191,325,23,1118
352,790,866,508,941,1614,1030,363,435,268,919
561,126,1211,72,2127,2058,2087,716,2150,1233,862
1053,104,134,76,1794,585,206,50,597,600,22
1324,1345,1381,937,808,1312,880,583,1850,1036,1366
1835,680,3402,515,132,167,701,832,21,22,317
1846,2057,3027,2323,2064,2279,860,697,899,2060,1521
1939,1868,1192,1088,72,836,2127,935,1102,1125,1067
6,587,385,113,1553,655,64,205,643,200,150
414,383,61,161,435,1115,15,2056,84,758,797
938,2057,454,268,733,940,937,287,1387,974,94
284,328,89,95,460,1526,1030,445,27,296,1755
950,758,15,87,2216,183,2727,143,794,1467,1070
541,359,800,38,897,898,279,305,218,1097,493
1771,456,122,56,1528,92,473,461,171,827,1317
206,539,40,1801,755,381,199,1452,84,1270,22
1194,400,452,1429,674,137,576,803,1526,263,1345
2061,501,2036,305,807,897,891,929,97,92,217
258,500,794,1560,1919,1172,137,2015,910,878,2324
1272,1310,147,13,1109,26,210,1042,2719,869,932
1540,374,1485,2599,517,293,1678,514,982,292,43
636,678,689,591,187,50,1539,153,1475,1234,78
1579,345,1351,382,2305,890,1105,2051,831,517,2932
2141,545,444,406,342,400,1105,335,788,2328,178
1479,119,891,113,83,856,895,528,58,125,666
2320,522,988,85,1916,3,444,305,516,2058,406
1262,486,204,2732,1724,641,1466,861,0,340,885
488,921,1967,731,1018,499,1763,178,234,28,2474
769,259,51,246,272,244,336,495,59,343,945
743,336,132,209,128,242,376,97,210,243,38
64,217,273,1344,41,277,19,1115,1228,13,614
134,9,105,1467,1932,63,694,525,633,486,565
316,587,896,474,1577,893,835,731,1936,441,914
2543,2551,1354,1084,1772,2652,810,2353,3278,2552,1074
629,246,147,2727,2046,1456,420,662,2570,1098,661
1228,147,798,151,96,1200,358,1280,580,567,202
603,273,431,2489,1315,1263,2500,631,617,535,104
242,85,491,417,40,536,2770,67,1528,20,783
374,213,633,2574,1070,1061,642,221,1195,1526,15
1764,373,315,1651,221,1278,2305,177,1518,2049,203
376,538,322,528,155,605,630,119,432,879,1105
1198,72,1209,913,508,1343,2789,1227,1102,2619,1443
669,23,167,67,0,259,38,51,336,97,242
661,420,1278,1195,719,1253,726,321,1503,665,610
1382,1358,1046,2150,862,1233,1054,592,835,651,2670
765,525,1629,280,1310,1098,1913,547,1348,285,151
1284,1280,313,552,743,1564,879,668,1289,1453,2109
426,596,722,755,603,33,608,419,2043,2327,578
719,453,1609,1549,104,414,435,765,1615,623,111
127,167,3264,128,104,7,1237,661,259,1652,105
473,171,448,122,904,160,110,1838,2304,1670,753
966,1341,2127,1836,2957,1842,2436,2832,1029,1716,2683
219,339,381,249,67,1488,2483,1464,23,306,128
3622,27,1365,386,916,3126,2699,62,625,1220,1066
2127,966,703,2532,1720,1716,277,651,104,873,512
1290,713,1018,292,905,925,137,883,58,910,1139
1381,48,406,415,1085,498,1063,242,530,567,122
1150,332,243,350,263,38,898,307,897,218,891
145,437,464,113,439,2438,887,2454,2056,1057,1041
935,332,243,870,38,1162,807,305,286,1200,837
14,1131,414,2709,748,403,1862,722,524,2133,820
3,783,58,573,1300,86,126,844,133,776,1184
308,500,263,134,279,43,898,223,1662,1039,1456
167,1416,132,92,336,280,945,97,242,151,376
597,184,134,203,1195,766,183,1651,50,600,22
331,426,1460,722,419,1644,389,923,2327,578,1617
506,509,145,542,314,507,89,1538,284,2161,505
48,136,127,469,199,51,321,1232,1272,78,428
305,85,850,246,905,1258,251,325,1368,925,2230
304,1883,2082,1421,1227,2899,2135,1223,147,1070,2292
1026,2283,51,1109,1610,1098,1447,1463,438,111,437
1001,444,3,711,1789,475,534,1579,4,182,343
1104,3020,2652,2541,935,1989,1077,2020,2354,2642,1085
793,738,261,511,1865,1168,1180,3020,1263,2091,2930
196,74,718,9,1126,611,1875,1103,961,3133,1564
561,2127,2393,2978,2298,138,1716,2320,2271,2056,105
1360,148,3380,2690,1761,910,1139,1899,86,2056,1595
336,38,128,97,246,132,1011,51,982,151,242
1029,1719,1655,531,128,23,244,51,524,134,2628
1278,716,2577,1272,529,964,565,1064,151,504,128
720,142,1304,308,2332,613,425,1760,695,2746,1347
1505,1735,1816,1679,1814,1818,1815,2974,1819,2355,1296
203,1003,393,646,64,664,217,643,758,644,737
437,487,5,470,464,27,171,207,110,221,1150
486,1109,174,1163,275,9,1730,1158,67,1751,184
1241,209,611,1001,376,64,132,62,967,775,864
345,1157,425,1613,43,38,898,445,872,178,1927
660,1521,2171,86,837,895,1714,213,831,173,3
431,1202,919,454,567,465,1716,1109,519,872,517
144,583,2639,858,3303,640,25,1224,1770,1396,1404
1501,199,1128,585,1502,2309,210,209,217,20,2105
435,454,317,68,541,425,500,134,38,305,23
1687,3184,731,505,500,1592,1055,266,788,790,1162
1935,876,531,387,1157,1150,359,406,870,43,1597
173,202,885,486,124,0,51,2091,244,356,206
243,33,3138,89,911,154,189,2653,518,382,1528
15,392,625,203,221,690,179,701,134,527,1298
419,391,1319,1372,1234,1471,799,1832,1230,733,860
1466,246,67,736,51,629,321,75,743,220,293
175,168,711,85,1712,2275,38,184,23,733,305
522,2240,988,2837,812,184,562,5,7,315,175
287,499,444,236,860,3089,184,406,349,68,519
2730,917,328,145,255,2896,374,2470,335,437,1659
263,38,897,898,307,1691,807,891,218,872,929
1455,2621,1301,167,68,2062,1879,837,1157,1887,872
542,1651,417,61,766,1497,184,609,1186,1115,306
625,1308,198,15,13,2201,2416,1210,426,729,2679
216,1154,2043,158,748,99,1495,671,1782,14,45
134,92,244,437,2438,129,290,2459,1400,164,256
690,166,2,385,453,110,576,2398,396,386,391
568,187,1904,3055,569,1932,1066,622,591,837,305
290,145,1459,342,537,189,4,611,124,1228,1466
363,3,919,435,1305,501,877,387,68,931,889
1984,2158,2361,1811,910,2383,1246,877,584,192,2997
335,865,19,1200,733,537,392,1236,771,176,534
97,662,990,211,22,294,26,758,132,1000,1008
1232,1284,1483,1922,0,420,1099,743,861,236,267
770,565,184,40,642,19,612,514,747,678,558
151,132,156,148,561,182,1585,138,2890,2320,1999
590,296,575,197,86,1342,1101,458,1703,1835,155
332,352,74,1650,203,43,2033,665,1628,960,597
238,27,865,828,1906,2688,584,2049,110,645,375
1558,1368,2144,1958,1831,1009,954,133,86,1670,1396
512,793,825,788,352,1359,193,1690,881,1364,937
206,186,587,110,203,45,641,994,292,290,68
752,262,2214,256,447,344,1627,545,1754,3044,1525
888,1266,1966,1091,2884,1607,2552,402,3346,1600,1427
124,186,720,217,57,643,755,1109,210,3140,711
424,1319,1644,273,2611,792,1355,385,1666,1987,423
104,431,1158,1131,374,1115,1005,212,216,1112,319
994,1298,770,177,693,600,213,182,696,701,1210
22,738,408,1682,531,1211,661,364,315,433,1771
715,423,2089,2320,735,200,1808,766,1653,168,586
1368,1407,58,883,645,1195,134,7,766,2608,2868
903,93,189,891,1390,195,62,137,970,119,528
45,534,138,126,988,1585,703,457,160,1716,1341
713,160,526,2323,72,857,305,1431,703,812,2239
104,651,368,512,184,873,352,866,372,790,516
2949,2164,2780,1171,1389,2643,1175,1396,2173,2652,2397
1082,1081,1326,2064,827,8,46,1158,505,467,183
1150,425,800,1366,43,880,134,350,305,445,891
566,983,2267,774,1649,1181,541,558,480,1433,399
444,85,3,249,305,812,1162,2733,51,1789,1001
862,396,733,729,1181,400,639,674,1194,788,32
1355,2334,1431,2532,44,209,714,998,467,611,124
2299,2050,168,669,649,2982,933,2336,2523,718,434
482,941,759,687,1836,126,1837,1211,1007,857,1341
517,1712,2323,2279,885,178,522,1157,1171,544,2239
109,383,2569,945,357,306,1163,23,1614,372,365
13,381,273,530,15,596,84,88,711,177,4
2164,2020,514,424,606,747,1066,1028,569,328,428
24,3315,941,935,338,1691,218,1454,129,1916,2513
491,472,537,1593,746,1398,493,690,428,1905,522
1929,812,3027,167,259,128,48,97,116,67,104
394,2233,203,623,845,1832,393,407,196,397,83
2415,1272,829,1445,1249,336,945,982,1286,922,242
243,307,305,872,218,493,237,444,812,31,806
7,1497,127,146,210,117,618,1200,837,237,171
681,1456,1394,486,346,105,1730,2483,1615,9,381
280,49,324,18,1584,820,3,1254,387,541,1162
184,790,908,69,1846,1523,3,2061,733,273,68
41,633,38,505,547,280,22,194,1298,1115,63
311,157,1859,69,2317,1870,2427,2251,2293,2291,407
1612,1534,10,2721,280,757,283,1691,274,1033,556
1316,35,2203,25,2328,853,1846,1862,671,608,34
113,1695,605,123,62,189,58,187,647,72,1401
3611,1200,837,3155,167,171,51,84,147,243,238
1210,1115,26,2955,13,1061,1070,42,799,52,210
381,116,40,1835,27,529,132,48,38,1610,1158
33,596,10,717,413,8,207,591,16,1034,393
150,1387,432,887,1419,1279,375,1687,567,1172,503
3378,525,1194,1485,1190,3320,380,679,92,3337,5
434,2633,403,978,1445,2572,629,1466,1857,538,733
1276,508,214,1650,1344,843,322,1970,157,1968,64
93,2032,1120,1609,108,59,547,101,1079,1615,2525
926,891,949,517,522,788,406,872,885,340,1162
424,1005,2416,168,1313,711,673,1666,205,277,385
38,151,567,2014,1972,2462,1421,669,168,563,1678
1453,2231,2516,2756,1605,321,346,47,546,2031,101
37,1623,654,725,682,650,1460,1531,102,1575,781
160,738,558,1007,1075,641,724,759,988,1190,1242
228,1546,925,2899,305,1958,1163,831,533,3,405
679,719,895,15,2227,104,565,788,175,766,39
206,600,741,633,617,199,1515,645,933,321,2109
38,470,437,1041,264,729,918,1906,1256,745,148
896,923,1526,319,894,176,731,887,1592,788,519
1303,994,770,2030,553,1105,499,405,1405,892,820
172,5,1092,1610,560,497,23,434,2010,661,718
336,204,85,917,893,62,799,93,240,343,461
1185,748,490,288,1383,2043,716,834,912,1515,1555
299,291,669,280,456,1344,629,266,1528,542,1488
1606,629,1730,665,111,994,1292,129,1237,1624,165
547,1024,116,27,437,865,264,504,608,700,1528
742,1388,1285,205,386,1112,1019,1101,1156,2292,561
1843,40,315,317,291,48,505,2418,1016,188,743
376,244,85,67,491,383,317,357,149,283,542
1832,208,215,916,1507,397,1230,929,167,669,1092
1734,206,799,177,764,1604,1722,1968,2420,2784,1422
1182,128,47,751,499,1105,517,1200,372,831,1643
869,1690,1708,508,941,936,69,435,315,317,340
1433,1112,663,1034,1304,1371,644,1038,842,727,864
246,128,479,259,51,156,1106,67,164,38,226
669,127,259,105,336,714,1158,246,186,9,43
2517,104,167,271,134,23,283,221,515,524,454
1241,994,217,662,603,211,1119,322,1237,1240,1451
1181,2613,793,1357,627,1382,1391,2889,1884,1317,1152
1016,1862,16,1,10,35,624,923,32,25,1615
1149,374,911,594,1005,2775,1570,1208,1179,1119,1565
58,78,90,150,68,256,873,1049,133,120,195
195,493,150,160,90,118,432,189,132,1173,126
1001,64,748,132,97,1005,643,980,664,294,1018
79,883,244,324,514,474,1919,2896,58,1172,281
29,97,957,38,132,242,922,151,955,433,328
714,1466,1106,171,1347,461,64,1528,792,1228,122
1459,780,660,86,1011,480,68,2058,3066,3144,2800
60,424,1750,775,827,987,2158,202,2142,812,952
206,269,275,2611,1517,794,246,662,343,1258,2896
714,211,209,1018,646,643,896,268,611,664,22
905,242,151,387,2051,545,1887,234,462,194,232
1066,1054,3220,1415,2659,935,2054,929,2194,938,988
868,171,62,489,1455,480,760,499,237,68,405
1241,211,44,209,1018,96,22,97,714,740,132
151,92,664,62,210,216,78,1742,206,104,5
1391,1101,88,577,759,92,72,856,756,173,1641
1120,127,1297,797,1109,147,15,1228,217,2425,26
105,2566,3125,44,0,1485,1115,2570,147,2102,1228
608,1047,30,33,591,642,551,767,842,514,60
135,168,124,281,527,7,1537,542,1447,258,95
1517,67,147,1545,116,244,5,631,217,61,376
306,47,939,617,153,7,50,998,128,1532,2874
1419,2144,1204,1190,1539,147,677,2536,2946,2981,1832
148,1186,1426,83,2847,1075,396,810,1827,1359,1775
228,3137,1526,334,911,322,255,1331,924,1135,2566
2503,440,381,335,798,1331,771,198,1115,57,1344
3,499,892,178,551,1614,891,831,2329,1755,1986
53,414,259,51,415,47,9,1520,2321,167,256
2451,840,586,1069,1115,1092,73,918,134,1301,1439
2397,2642,3143,2346,2356,2657,2814,3344,2916,1162,532
603,207,419,1363,649,2220,46,1631,1571,609,2350
1450,2119,1451,1465,2302,1461,1561,1158,1240,1131,662
164,348,156,218,316,2770,6,885,64,720,587
1871,844,1346,369,53,221,264,1258,263,745,237
350,64,982,1158,95,162,951,1231,1026,741,600
128,1179,444,85,581,206,615,2094,905,38,730
2995,3548,2918,2711,751,1171,178,895,506,3150,1634
422,638,1165,793,1856,1848,577,871,307,735,607
1539,560,797,128,1673,861,97,770,87,127,602
1327,401,1767,1025,628,1020,568,1094,3033,1054,2199
48,755,186,643,728,1154,119,188,116,134,1847
605,775,630,1209,1674,1075,86,1723,1655,1250,1184
97,186,210,1228,1109,78,92,237,57,213,2246
1620,2038,298,141,221,2054,3096,1240,146,210,1080
2558,1084,3220,1957,455,1013,376,417,917,2765,478
2450,1158,1126,1121,964,374,600,1535,2242,2324,517
1575,2946,3011,3159,677,1696,1072,1073,2436,2176,2177
501,68,338,1168,732,308,425,311,305,898,218
173,517,1244,949,277,368,104,1927,651,788,862
89,176,815,1177,316,350,1864,171,145,189,1256
766,504,723,417,1511,1612,469,170,1630,1651,547
1213,484,598,954,1074,1877,514,27,10,202,389
1669,1347,968,1017,1720,934,1149,2420,2353,1269,1832
206,623,175,135,1579,770,203,1539,139,633,1837
719,1451,111,136,1272,2231,1131,1752,585,1631,1561
745,221,51,167,506,23,67,48,280,246,59
56,584,1340,658,1066,2091,1347,1131,1115,172,2531
2316,533,1105,1640,237,642,717,364,1987,3366,1449
611,809,237,1643,68,1254,533,837,400,382,803
75,20,1011,874,438,51,317,525,982,147,470
359,2143,1391,826,2551,1275,1870,1142,2146,1656,3008
538,26,214,189,758,62,2017,591,1678,432,1220
352,39,202,1332,376,516,4,508,317,79,1217
316,104,20,134,381,116,33,315,515,505,1200
798,765,2109,15,1236,609,547,580,1639,1394,1568
396,586,1136,921,326,470,34,137,50,718,1105
466,80,793,900,1431,1528,231,1595,2349,405,522
70,2627,1231,105,539,597,602,529,1241,1730,44
374,447,381,194,275,546,733,383,145,39,525
9,206,51,23,105,246,127,562,486,244,1610
791,1579,1199,371,745,692,616,1135,1150,83,1303
2180,452,2932,949,429,3122,343,1488,1485,2822,1023
387,2340,1033,3443,475,38,3528,2563,1315,1150,707
1045,2320,738,1406,3187,1299,101,2148,1496,2492,811
428,1185,207,42,1042,326,444,263,1145,68,2214
1041,287,188,74,160,909,605,120,126,137,2644
529,7,206,84,600,51,38,67,9,199,770
352,231,4,1558,1690,932,2057,2237,541,94,429
188,263,931,1328,760,202,1155,268,2377,2158,2259
2619,499,68,405,3,993,1929,2239,1935,860,2061
72,687,1341,857,1991,163,1227,1716,2884,104,40
2744,1246,1819,3108,1296,3373,2356,2623,2346,2354,3143
160,775,762,98,605,359,1715,564,1184,1723,878
541,532,2241,713,5,711,1145,160,643,1029,126
2036,831,2214,1105,531,1244,499,173,68,517,1846
1831,481,56,276,538,2214,488,383,466,454,104
226,525,1276,3190,350,460,264,889,916,400,371
615,1251,78,62,113,643,1794,420,1098,134,153
711,68,210,1475,186,215,97,139,57,216,78
775,1088,1865,827,1317,1265,1223,699,511,2988,1145
241,2601,899,3097,2452,2454,853,2575,1678,179,787
56,446,1577,356,1998,1256,926,459,1188,1438,445
0,565,1394,140,756,206,698,1579,1351,1397,2535
147,15,84,463,416,1005,267,909,1181,1216,2058
945,9,1061,1529,317,2633,1537,921,1466,2322,172
1887,526,533,2281,1935,993,2057,544,1171,2058,2062
986,276,1315,1647,2032,665,101,468,982,1158,1080
1131,482,1005,273,1460,2049,414,2,9,11,27
199,1449,559,1456,246,218,1014,955,945,3124,27
951,2447,2516,420,1483,366,2233,1533,986,2700,3607
210,1612,1528,224,211,2584,2601,87,140,62,1485
293,1254,992,387,2584,1887,1882,872,2064,837,2285
350,2825,512,692,534,1310,409,1298,515,814,385
1485,788,1292,718,218,862,682,1347,1105,390,506
303,92,1871,366,1648,306,1590,49,2487,510,437
1986,541,1157,533,872,732,85,1916,444,3,305
163,126,647,1674,619,119,512,776,1202,2904,524
273,600,1115,1158,964,192,374,1118,1318,603,1005
2289,1797,567,1047,465,264,1865,1438,1393,1222,848
514,187,622,60,656,573,206,184,50,134,84
1363,982,1105,499,2133,95,697,563,806,931,732
27,1668,1700,1256,704,887,2554,507,511,1393,2343
2055,5,1322,470,414,437,171,1526,862,424,264
614,670,1418,1050,755,545,221,33,534,1130,1405
669,434,209,213,586,1003,1113,211,1069,1071,641
2320,221,1105,506,1613,2498,627,520,143,1328,412
2540,1570,692,1347,205,1999,1301,715,1038,730,207
990,896,214,112,322,288,251,1290,737,1018,775
44,104,124,743,209,714,22,64,1000,884,325
51,105,719,162,67,212,153,44,84,2233,2835
562,57,1394,720,1253,184,229,113,1633,1228,41
1290,432,528,856,896,251,847,512,2501,1119,586
1321,1439,1196,2320,889,2734,789,1843,897,1171,1570
3215,1542,2089,281,1641,1753,1355,2610,1231,757,1237
529,2255,1171,5,1896,1043,1166,905,853,390,1866
106,383,500,542,2155,39,510,337,156,478,518
40,591,331,1016,33,1691,1553,533,619,762,528
1170,2658,3061,2022,1716,2884,1026,286,68,733,47
188,1149,263,1005,790,1179,1162,1570,98,2158,1004
1637,1458,701,1721,1578,1308,2431,1480,2250,2066,765
1685,1747,1407,416,1333,1775,238,27,782,1024,481
62,57,1503,142,39,615,1308,423,1298,836,1764
2295,2290,132,217,92,215,664,587,1474,702,205
3029,186,156,993,678,166,711,528,155,205,188
189,733,783,60,432,214,251,605,528,155,738
1737,776,1133,1207,954,1161,2869,180,1184,1094,1242
648,110,679,386,1871,796,228,437,645,1528,452
590,163,1726,73,2832,2175,575,914,930,1084,888
459,513,902,3066,3103,433,1503,199,369,156,585
1847,964,736,1008,615,689,1637,1976,655,1004,721
214,2227,567,196,62,9,1469,1228,385,1832,215
486,529,53,366,1394,2011,280,162,1297,1574,143
772,218,397,741,1145,2336,38,1298,799,1218,1380
2091,506,324,625,483,1977,2320,3,68,533,1231
406,125,480,68,387,1263,434,611,44,124,105
1682,913,526,545,1836,657,855,105,831,533,2008
177,13,168,5,563,614,1566,273,392,1344,207
925,251,60,188,148,843,1176,1846,655,237,1094
78,237,788,862,104,651,352,866,869,876,231
1456,960,1450,218,3112,955,1235,309,276,1120,2518
910,2671,539,17,8,580,588,682,632,46,2185
2762,1550,1967,819,1400,1625,1529,75,2116,2481,153
1202,296,72,163,222,2145,40,104,184,1653,116
1326,2186,2183,2187,2184,2198,3032,1104,2328,199,2064
41,1466,1462,40,50,398,2320,531,1323,939,714
661,1926,1368,994,676,29,96,778,125,597,488
984,754,528,1004,683,993,1248,738,858,268,2377
354,514,422,20,33,189,164,556,335,331,412
1070,633,171,849,27,1115,1602,542,1302,432,743
27,59,1595,538,89,1577,74,2099,312,1060,104
719,1109,1545,153,147,1466,48,858,630,555,991
808,1745,571,1054,1180,810,1359,1386,1334,932,1357
983,1021,1312,1642,907,634,1382,875,1091,1137,1379
1004,962,2702,2236,2963,2714,2968,1710,214,195,202
828,1999,1185,30,27,862,2144,237,1346,2619,2239
2135,199,2058,1935,2559,2847,1930,1194,546,3,2802
835,590,1577,530,2565,1224,1009,2448,434,770,135
198,1042,13,625,424,777,715,207,695,1304,167
1701,124,884,201,189,192,177,384,2133,1450,756
209,714,217,1285,122,57,755,748,643,1018,139
990,175,96,664,582,1115,1313,1586,3121,29,115
820,1845,2512,309,969,616,187,606,808,852,754
72,482,1992,1634,857,924,2884,2957,831,2438,499
1650,1244,2316,2091,765,1290,1485,911,192,527,788
1355,1280,1644,1304,423,298,184,4,350,335,316
393,196,197,1382,929,127,156,78,216,1154,1481
1231,960,559,1237,743,1240,121,2121,218,985,1039
65,895,647,775,849,1525,447,1278,236,2561,519
808,83,876,1221,1715,858,107,1369,977,501,787
625,420,1092,718,1507,661,183,321,994,1485,194
2089,2403,1431,710,263,635,482,305,3215,2561,126
69,363,1654,3,919,454,317,501,387,68,912
597,662,321,1253,236,1619,44,505,23,1963,1586
1585,105,167,128,609,390,1046,10,207,790,431
211,277,214,1041,264,205,195,678,1000,120,144
515,1558,936,941,932,938,919,501,343,126,1145
182,1437,1476,2532,138,244,44,127,199,669,1475
872,293,387,837,533,697,405,178,519,340,1712
382,409,238,264,2529,1365,828,385,1492,709,2398
1272,336,246,213,209,1158,1458,325,431,273,374
350,43,134,38,263,898,243,445,891,929,237
767,205,702,717,150,847,845,195,855,533,680
1365,1403,89,567,786,423,189,200,737,828,1346
759,1836,1739,85,1162,522,2057,1846,519,1712,293
237,519,58,1879,993,899,1712,2319,2651,349,167
1673,2133,596,797,478,696,617,1669,2220,726,755
217,96,1545,718,839,244,1712,267,2058,1171,349
537,259,3184,67,244,2344,51,291,945,336,242
767,842,132,1270,748,1837,643,973,214,2054,2225
1446,945,1662,1009,951,669,1453,1610,2483,1565,1158
1126,153,691,1902,758,741,642,673,424,591,514
2240,1037,1218,3153,1409,1440,1696,1219,563,3132,822
1051,2625,52,1109,625,1210,1149,643,84,1064,711
1014,1241,1005,949,1004,663,532,853,1864,1237,2047
66,1198,86,564,1085,1396,184,352,788,104,368
277,287,1713,467,188,1678,1303,5,155,1140,3480
692,57,1172,41,711,52,678,131,1041,265,385
3333,324,67,59,2344,590,1901,2802,226,316,1107
1037,48,716,23,167,127,546,124,38,259,246
703,1227,2239,812,1171,2884,1720,2057,2127,988,1716
433,432,891,93,1939,202,493,651,125,188,296
698,771,974,2327,1573,2535,1693,2013,1151,2623,192
381,504,291,479,2638,97,116,505,2417,132,1011
